REF,RESTRICTION,SITE_NAME,SUMMARY,AUTHORITY,DATE_FROM,DATE_TO,LEG_NAME,LEG_DATE,LEG_LINK,MORE_INFO,UPDATED
1537,1,"Live Wrasse Fishing (Limited Permit) Byelaw 2018: Area F","A person must not place or use a pot or trap for fishing for or taking live wrasse where the pot or trap exceeds a length of 75 centimetres, or a width of 45 centimetres, or a depth of 35 centimetres. ","Cornwall IFCA",,,"Live Wrasse Fishing (Limited Permit) Byelaw 2018",2019-02-04,https://secure.toolkitfiles.co.uk/clients/17099/sitedata/Byelaws%20and%20orders/Cornwall_IFCA/Live-Wrasse-Fishing-Byelaw-2018.pdf,https://www.cornwall-ifca.gov.uk/Byelaws_Regulations,2021-09-03
1538,1,"Live Wrasse Fishing (Limited Permit) Byelaw 2018: Area G","A person must not place or use a pot or trap for fishing for or taking live wrasse where the pot or trap exceeds a length of 75 centimetres, or a width of 45 centimetres, or a depth of 35 centimetres. ","Cornwall IFCA",,,"Live Wrasse Fishing (Limited Permit) Byelaw 2018",2019-02-04,https://secure.toolkitfiles.co.uk/clients/17099/sitedata/Byelaws%20and%20orders/Cornwall_IFCA/Live-Wrasse-Fishing-Byelaw-2018.pdf,https://www.cornwall-ifca.gov.uk/Byelaws_Regulations,2021-09-03
1539,1,"Live Wrasse Fishing (Limited Permit) Byelaw 2018: Area H","A person must not place or use a pot or trap for fishing for or taking live wrasse where the pot or trap exceeds a length of 75 centimetres, or a width of 45 centimetres, or a depth of 35 centimetres. ","Cornwall IFCA",,,"Live Wrasse Fishing (Limited Permit) Byelaw 2018",2019-02-04,https://secure.toolkitfiles.co.uk/clients/17099/sitedata/Byelaws%20and%20orders/Cornwall_IFCA/Live-Wrasse-Fishing-Byelaw-2018.pdf,https://www.cornwall-ifca.gov.uk/Byelaws_Regulations,2021-09-03
1245,1,"Loch Carron Marine Protected Area","A person must not deploy (by any means) or use any fishing gear within the protected area. This excludes the use of passive gear, pelagic trawl, rod and line, and handline.","Scottish Government (Marine Scotland)",,,"SSI  2019 No. 101 (Art 4)",2019-05-19,http://www.legislation.gov.uk/ssi/2019/101/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1187,1,"Loch Creran protected area","Fishing for sea fish with any fishing gear is prohibited in the Loch Creran Protected Area. Fishing for horse mussels is prohibited in the Loch Creran Protected Area.","Scottish Government (Marine Scotland)",,,"SSI 2015 No. 435 (Art 4)",2016-02-08,http://www.legislation.gov.uk/ssi/2015/435/article/4/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1036,1,"Loch Creran protected area (first creel excepted area)","Fishing prohibited except by creels or rod and line. All fishing of horse mussels is prohibited.","Scottish Government (Marine Scotland)","1st January","1st January","Marine Conservation Order",2015-12-15,https://www.legislation.gov.uk/asp/2010/5/part/5,https://marine.gov.scot/information/mpa-and-sac-management-marine-conservation-orders-mcos-and-fisheries-management-measures,2021-07-07
1115,1,"Loch Creran protected area (Outwith Creel Fishing Excepted Areas)","Fishing for sea fish with any fishing gear is prohibited in the Loch Creran Protected Area.","Scottish Government (Marine Scotland)",,,"SSI 2015 No. 435 (Art 4)",2016-02-08,http://www.legislation.gov.uk/ssi/2015/435/article/4/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1037,1,"Loch Creran protected area (second creel excepted area)","Fishing prohibited except by creels or rod and line. All fishing of horse mussels is prohibited.","Scottish Government (Marine Scotland)","1st January","1st January","Marine Conservation Order",2015-12-15,https://www.legislation.gov.uk/asp/2010/5/part/5,https://marine.gov.scot/information/mpa-and-sac-management-marine-conservation-orders-mcos-and-fisheries-management-measures,2021-07-07
1163,1,"Loch Gairloch","Fishing for sea fish with mobile or active gear prohibited.","Scottish Government (Marine Scotland)",,,"SSI 2004 No. 276 (Art 3)",2004-07-05,http://www.legislation.gov.uk/ssi/2004/276/schedule/1/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1131,1,"Loch Goil protected area","Fishing for sea fish with a dredge, beam trawl, demersal trawl or demersal seine net is prohibited in the Loch Goil Protected Area. Fishing for horse mussels is prohibited","Scottish Government (Marine Scotland)",,,"SSI 2015 No. 435 (Art 14)",2016-02-08,http://www.legislation.gov.uk/ssi/2015/435/article/14/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1132,1,"Loch Goil protected area (excepted area)","Fishing for sea fish with a dredge, beam trawl, demersal trawl or demersal seine net is prohibited in the Loch Goil Protected Area. The prohibition does not apply to fishing for sea fish from a fishing boat with a gross tonnage of no more than 75 tonnes, with a demersal trawl in the Loch Goil Excepted Area.","Scottish Government (Marine Scotland)",,,"SSI 2015 No. 435 (Art 14)",2016-02-08,http://www.legislation.gov.uk/ssi/2015/435/article/14/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1132,2,"Loch Goil protected area (excepted area)","Fishing for sea fish with a dredge, beam trawl, demersal trawl or demersal seine net is prohibited in the Loch Goil Protected Area. The prohibition does not apply to fishing for sea fish from a fishing boat with a gross tonnage of no more than 75 tonnes, with a demersal trawl in the Loch Goil Excepted Area.","Scottish Government (Marine Scotland)",,,"SSI 2015 No. 435 (Art 14)",2016-02-08,http://www.legislation.gov.uk/ssi/2015/435/article/14/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1116,1,"Loch Laxford protected area","Fishing for sea fish with a dredge, beam trawl, demersal trawl or demersal seine net is prohibited in the Loch Laxford Protected Area.","Scottish Government (Marine Scotland)",,,"SSI 2015 No. 435 (Art 5)",2016-02-08,http://www.legislation.gov.uk/ssi/2015/435/article/5/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1196,1,"Loch Maddy to Stuley Island Protected Area","Fishing for any species of sea fish with a suction dredge is prohibited. Fishing for any species of sea fish except king scallops and queen scallops with a trawl, Danish seine or similar net, purse seine, ring net or dredge between 1st March and 31st October in each year (both dates inclusive) is prohibited. All methods of fishing for king scallops or queen scallops between 1st March and 30th April in each year (both dates inclusive) is prohibited. All methods of fishing for king scallops or queen scallops between 25th August and 31st October in each year (both dates inclusive) is prohibited.","Scottish Government (Marine Scotland)",,,"SSI 2017 No. 48 (Art 3)",2017-04-01,http://www.legislation.gov.uk/ssi/2017/48/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1196,2,"Loch Maddy to Stuley Island Protected Area","Fishing for any species of sea fish with a suction dredge is prohibited. Fishing for any species of sea fish except king scallops and queen scallops with a trawl, Danish seine or similar net, purse seine, ring net or dredge between 1st March and 31st October in each year (both dates inclusive) is prohibited. All methods of fishing for king scallops or queen scallops between 1st March and 30th April in each year (both dates inclusive) is prohibited. All methods of fishing for king scallops or queen scallops between 25th August and 31st October in each year (both dates inclusive) is prohibited.","Scottish Government (Marine Scotland)","1st March","31st October","SSI 2017 No. 48 (Art 3)",2017-04-01,http://www.legislation.gov.uk/ssi/2017/48/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1168,1,"Loch Roag","Fishing for sea fish with mobile or active gear prohibited.","Scottish Government (Marine Scotland)",,,"SSI 2004 No. 276 (Art 3)",2004-07-05,http://www.legislation.gov.uk/ssi/2004/276/schedule/1/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1198,1,"Loch Roag Protected Area","Fishing for shellfish with a creel or parlour creel is prohibited in the Loch Roag Protected Area between 1st May and 31st July in each year.","Scottish Government (Marine Scotland)","1st May","31st July","SSI 2017 No. 48 (Art 7)",2017-04-01,http://www.legislation.gov.uk/ssi/2017/48/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1156,1,"Loch Ryan","Fishing for sea fish with mobile or active gear prohibited.","Scottish Government (Marine Scotland)",,,"SSI 2004 No. 276 (Art 3)",2004-07-05,http://www.legislation.gov.uk/ssi/2004/276/schedule/1/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1189,1,"Loch Sunart protected area","Fishing for sea fish with a dredge, set net, long line, line, beam trawl, demersal trawl, demersal seine net, creel or parlour creel is prohibited in the Loch Sunart Protected Area. Fishing for horse mussels is prohibited.","Scottish Government (Marine Scotland)",,,"SSI 2015 No. 435 (Art 7)",2016-02-08,http://www.legislation.gov.uk/ssi/2015/435/article/7/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1120,1,"Loch Sunart protected area (outwith Creel Fishing Excepted Area)","Fishing for sea fish with a dredge, set net, long line, line, beam trawl, demersal trawl, demersal seine net, creel or parlour creel is prohibited in the Loch Sunart Protected Area.","Scottish Government (Marine Scotland)",,,"SSI 2015 No. 435 (Art 7)",2016-02-08,http://www.legislation.gov.uk/ssi/2015/435/article/7/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1145,1,"Loch Sunart to Sound of Jura (exception areas)","A person must not deploy (by any means) or use any fishing gear within the protected area. This does not apply to the deployment or use of a mechanical dredge, or a demersal trawl (other than a beam trawl) but without the attachment and use of tickler chains. In this area ‘fishing gear’ refers to ‘any beam trawl, demersal seine net, demersal trawl, dredge, passive gear and any rope or wire associated with the gear.","Scottish Government (Marine Scotland)",,,"SSI 2016 No. 90 (Art 4)",2016-03-23,http://www.legislation.gov.uk/ssi/2016/90/made,https://marine.gov.scot/information/fishing-managed-areas,2022-06-10
1048,1,"Loch Sunart to Sound of Jura (seasonal exceptions)","A person must not deploy (by any means) or use any fishing gear within the protected area. During the period 1 October to 31 March, this prohibition does not apply to the deployment or use of a mechanical dredge, or a demersal trawl (other than a beam trawl) but without the attachment and use of tickler chains. In this area ‘fishing gear’ refers to ‘any beam trawl, demersal seine net, demersal trawl, dredge, passive gear and any rope or wire associated with the gear.","Scottish Government (Marine Scotland)","1st January","1st January","SSI 2016 No. 90 (Art 4)",2016-03-23,http://www.legislation.gov.uk/ssi/2016/90/made,https://marine.gov.scot/information/mpa-and-sac-management-marine-conservation-orders-mcos-and-fisheries-management-measures,2022-06-10
1048,2,"Loch Sunart to Sound of Jura (seasonal exceptions)","A person must not deploy (by any means) or use any fishing gear within the protected area. During the period 1 October to 31 March, this prohibition does not apply to the deployment or use of a mechanical dredge, or a demersal trawl (other than a beam trawl) but without the attachment and use of tickler chains. In this area ‘fishing gear’ refers to ‘any beam trawl, demersal seine net, demersal trawl, dredge, passive gear and any rope or wire associated with the gear.","Scottish Government (Marine Scotland)","1st April","30th September","SSI 2016 No. 90 (Art 4)",2016-03-23,http://www.legislation.gov.uk/ssi/2016/90/made,https://marine.gov.scot/information/mpa-and-sac-management-marine-conservation-orders-mcos-and-fisheries-management-measures,2022-06-10
1144,1,"Loch Sunart to Sound of Jura protected area","A person must not deploy (by any means) or use any fishing gear within the protected area.","Scottish Government (Marine Scotland)",,,"SSI 2016 No. 90 (Art 4)",2016-03-23,http://www.legislation.gov.uk/ssi/2016/90/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1117,1,"Loch Sween protected area","Fishing for sea fish by hand or with a dredge, beam trawl, demersal seine net or demersal trawl is prohibited in the Loch Sween Protected Area.","Scottish Government (Marine Scotland)",,,"SSI 2015 No. 435 (Art 6)",2016-02-08,http://www.legislation.gov.uk/ssi/2015/435/article/6/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1118,1,"Loch Sween protected area (excepted area)","Beam trawl and demersal seine are prohibited. Fishing for sea fish in the Loch Sween Excepted Area from a fishing boat with a gross tonnage of no more than 75 tonnes, with a demersal trawl or a mechanical dredge is permitted. Fishing with a mechanical dredge in the Loch Sween Excepted Area is prohibited at any time other than between 0700 hours and 2100 hours on Monday to Friday of each week.","Scottish Government (Marine Scotland)",,,"SSI 2015 No. 435 (Art 6)",2016-02-08,http://www.legislation.gov.uk/ssi/2015/435/article/6/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1118,2,"Loch Sween protected area (excepted area)","Beam trawl and demersal seine are prohibited. Fishing for sea fish in the Loch Sween Excepted Area from a fishing boat with a gross tonnage of no more than 75 tonnes, with a demersal trawl or a mechanical dredge is permitted. Fishing with a mechanical dredge in the Loch Sween Excepted Area is prohibited at any time other than between 0700 hours and 2100 hours on Monday to Friday of each week.","Scottish Government (Marine Scotland)","1st January","1st January","SSI 2015 No. 435 (Art 6)",2016-02-08,http://www.legislation.gov.uk/ssi/2015/435/article/6/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1161,1,"Loch Torridon and the Northern Inner Sound","Fishing for sea fish with mobile or active gear is prohibited.","Scottish Government (Marine Scotland)",,,"SSI 2004 No. 276 (Art 3)",2004-07-05,http://www.legislation.gov.uk/ssi/2004/276/schedule/1/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
1162,1,"Loch Torridon and the Northern Inner Sound (excepted area)","Fishing for sea fish with mobile or active gear prohibited except dredging (but not suction dredging) for scallops (permitted between 1st April to 30th September in each year).","Scottish Government (Marine Scotland)",,,"SSI 2004 No. 276 (Art 3)",2004-07-05,http://www.legislation.gov.uk/ssi/2004/276/schedule/1/made,https://marine.gov.scot/information/fishing-managed-areas,2021-07-07
